hs8,country,tariff,effective_date
"62044100","china",.1,24sep2018
"62044200","china",.1,24sep2018
"62044300","china",.1,24sep2018
"62044400","china",.1,24sep2018
"62044910","china",.1,24sep2018
"62044990","china",.1,24sep2018
"62045100","china",.1,24sep2018
"62045200","china",.1,24sep2018
"62045300","china",.1,24sep2018
"62045910","china",.1,24sep2018
"62045990","china",.1,24sep2018
"62046100","china",.1,24sep2018
"62046200","china",.1,24sep2018
"62046211","eu",.25,22jun2018
"62046231","eu",.25,22jun2018
"62046233","eu",.25,22jun2018
"62046239","eu",.25,22jun2018
"62046251","eu",.25,22jun2018
"62046259","eu",.25,22jun2018
"62046290","eu",.25,22jun2018
"62046300","china",.1,24sep2018
"62046900","china",.1,24sep2018
"62052000","china",.1,24sep2018
"62053000","china",.1,24sep2018
"62053000","eu",.25,22jun2018
"62059010","china",.1,24sep2018
"62059020","china",.1,24sep2018
"62059090","china",.1,24sep2018
"62061000","china",.1,24sep2018
"62062000","china",.1,24sep2018
"62063000","china",.1,24sep2018
"62064000","china",.1,24sep2018
"62071100","china",.1,24sep2018
"62072100","china",.1,24sep2018
"62079100","china",.1,24sep2018
"62079920","china",.1,24sep2018
"62081100","china",.1,24sep2018
"62082100","china",.1,24sep2018
"62082200","china",.1,24sep2018
"62082910","china",.1,24sep2018
"62089100","china",.1,24sep2018
"62089200","china",.1,24sep2018
"62089990","china",.1,24sep2018
"62092000","china",.1,24sep2018
"62093000","china",.1,24sep2018
"62101020","china",.1,24sep2018
"62101030","china",.1,24sep2018
"62101090","china",.05,24sep2018
"62102000","china",.1,24sep2018
"62104000","china",.1,24sep2018
"62105000","china",.1,24sep2018
"62111100","china",.1,24sep2018
"62111200","china",.1,24sep2018
"62112090","china",.1,24sep2018
"62113220","china",.1,24sep2018
"62113290","china",.1,24sep2018
"62113310","china",.1,24sep2018
"62113320","china",.1,24sep2018
"62113390","china",.1,24sep2018
"62113920","china",.1,24sep2018
"62113990","china",.1,24sep2018
"62114210","china",.1,24sep2018
"62114290","china",.1,24sep2018
"62114310","china",.1,24sep2018
"62114390","china",.1,24sep2018
"62114910","china",.1,24sep2018
"62114990","china",.1,24sep2018
"62121010","china",.1,24sep2018
"62121090","china",.1,24sep2018
"62122010","china",.1,24sep2018
"62122090","china",.1,24sep2018
"62123010","china",.1,24sep2018
"62123090","china",.1,24sep2018
"62129010","china",.1,24sep2018
"62132090","china",.1,24sep2018
"62139090","china",.1,24sep2018
"62141000","china",.1,24sep2018
"62142010","china",.1,24sep2018
"62142020","china",.1,24sep2018
"62143000","china",.1,24sep2018
"62149000","china",.1,24sep2018
"62151000","china",.1,24sep2018
"62152000","china",.1,24sep2018
"62159000","china",.1,24sep2018
"62160000","china",.1,24sep2018
"62171010","china",.1,24sep2018
"62171090","china",.1,24sep2018
"62179000","china",.1,24sep2018
"63011000","china",.05,24sep2018
"63012000","china",.1,24sep2018
"63013000","china",.1,24sep2018
"63013010","eu",.25,22jun2018
"63013090","eu",.25,22jun2018
"63014000","china",.1,24sep2018
"63019000","china",.1,24sep2018
"63022110","china",.1,24sep2018
"63022190","china",.1,24sep2018
"63022210","china",.1,24sep2018
"63022290","china",.1,24sep2018
"63022910","china",.1,24sep2018
"63022920","china",.05,24sep2018
"63023100","eu",.25,22jun2018
"63023110","china",.1,24sep2018
"63023191","china",.1,24sep2018
"63023199","china",.1,24sep2018
"63023290","china",.1,24sep2018
"63023921","china",.1,24sep2018
"63023929","china",.05,24sep2018
"63025190","china",.1,24sep2018
"63025390","china",.1,24sep2018
"63026010","china",.1,24sep2018
"63026090","china",.1,24sep2018
"63029100","china",.1,24sep2018
"63029300","china",.1,24sep2018
"63031210","china",.1,24sep2018
"63031931","china",.05,24sep2018
"63031991","china",.05,24sep2018
"63039100","china",.1,24sep2018
"63039200","china",.1,24sep2018
"63039900","china",.1,24sep2018
"63041129","china",.1,24sep2018
"63041139","china",.1,24sep2018
"63041929","china",.1,24sep2018
"63049129","china",.1,24sep2018
"63049210","china",.1,24sep2018
"63049290","china",.1,24sep2018
"63049390","china",.05,24sep2018
"63049929","china",.05,24sep2018
"63049990","china",.05,24sep2018
"63052000","china",.1,24sep2018
"63053200","china",.1,24sep2018
"63053300","china",.1,24sep2018
"63053900","china",.1,24sep2018
"63059000","china",.1,24sep2018
"63061200","china",.1,24sep2018
"63061910","china",.05,24sep2018
"63061990","china",.05,24sep2018
"63062200","china",.1,24sep2018
"63062910","china",.1,24sep2018
"63062990","china",.1,24sep2018
"63063010","china",.05,24sep2018
"63064020","china",.1,24sep2018
"63064090","china",.05,24sep2018
"63069030","china",.1,24sep2018
"63071000","china",.1,24sep2018
"63072000","china",.05,24sep2018
"63079000","china",.1,24sep2018
"63080000","china",.1,24sep2018
"63101000","china",.25,23aug2018
"63109000","china",.25,23aug2018
"64011090","china",.1,24sep2018
"64019210","china",.1,24sep2018
"64019900","china",.1,24sep2018
"64021200","china",.1,24sep2018
"64021900","china",.1,24sep2018
"64021900","eu",.25,22jun2018
"64022000","china",.1,24sep2018
"64029100","china",.1,24sep2018
"64029910","china",.1,24sep2018
"64029910","eu",.25,22jun2018
"64029929","china",.1,24sep2018
"64029931","eu",.25,22jun2018
"64029939","eu",.25,22jun2018
"64029950","eu",.25,22jun2018
"64029991","eu",.25,22jun2018
"64029993","eu",.25,22jun2018
"64029996","eu",.25,22jun2018
"64029998","eu",.25,22jun2018
"64031900","china",.1,24sep2018
"64034000","china",.05,24sep2018
"64035111","china",.1,24sep2018
"64035119","china",.1,24sep2018
"64035199","china",.1,24sep2018
"64035900","china",.1,24sep2018
"64035905","eu",.25,22jun2018
"64035911","eu",.25,22jun2018
"64035931","eu",.25,22jun2018
"64035935","eu",.25,22jun2018
"64035939","eu",.25,22jun2018
"64035950","eu",.25,22jun2018
"64035991","eu",.25,22jun2018
"64035995","eu",.25,22jun2018
"64035999","eu",.25,22jun2018
"64039111","china",.1,24sep2018
"64039119","china",.1,24sep2018
"64039191","china",.1,24sep2018
"64039199","china",.1,24sep2018
"64039900","china",.1,24sep2018
"64041100","china",.1,24sep2018
"64041910","china",.1,24sep2018
"64041990","china",.1,24sep2018
"64042090","china",.1,24sep2018
"64052000","china",.1,24sep2018
"64059010","china",.1,24sep2018
"64059090","china",.1,24sep2018
"64061000","china",.1,24sep2018
"64062010","china",.1,24sep2018
"64062020","china",.1,24sep2018
"64069091","china",.1,24sep2018
"64069092","china",.1,24sep2018
"64069099","china",.05,24sep2018
"65010000","china",.1,24sep2018
"65040000","china",.1,24sep2018
"65050010","china",.1,24sep2018
"65050020","china",.1,24sep2018
"65050091","china",.05,24sep2018
"65050099","china",.1,24sep2018
"65061000","china",.1,24sep2018
"65069100","china",.05,24sep2018
"65069910","china",.1,24sep2018
"65069920","china",.05,24sep2018
"65069990","china",.1,24sep2018
"65070000","china",.05,24sep2018
"66011000","china",.05,24sep2018
"66011000","eu",.25,22jun2018
"66019100","china",.1,24sep2018
"66019900","china",.1,24sep2018
"66020000","china",.1,24sep2018
"66032000","china",.1,24sep2018
"66039000","china",.1,24sep2018
"67010000","china",.05,24sep2018
"67021000","china",.05,24sep2018
"67029020","china",.1,24sep2018
"67029030","china",.05,24sep2018
"67029090","china",.1,24sep2018
"67030000","china",.1,24sep2018
"67041100","china",.1,24sep2018
"67041900","china",.1,24sep2018
"67042000","china",.05,24sep2018
"67049000","china",.1,24sep2018
"68022110","china",.1,24sep2018
"68029110","china",.1,24sep2018
"68029190","china",.1,24sep2018
"68029210","china",.05,24sep2018
"68029290","china",.1,24sep2018
"68029390","china",.1,24sep2018
"68029910","china",.1,24sep2018
"68029990","china",.1,24sep2018
"68041000","china",.05,24sep2018
"68042110","china",.1,24sep2018
"68042190","china",.1,24sep2018
"68042210","china",.1,24sep2018
"68042290","china",.1,24sep2018
"68042310","china",.1,24sep2018
"68042390","china",.1,24sep2018
"68043010","china",.05,24sep2018
"68043090","china",.1,24sep2018
"68051000","china",.05,24sep2018
"68052000","china",.05,24sep2018
"68053000","china",.05,24sep2018
"68061010","china",.05,24sep2018
"68061090","china",.1,24sep2018
"68062000","china",.05,24sep2018
"68069000","china",.05,24sep2018
"68071000","china",.1,24sep2018
"68079000","china",.1,24sep2018
"68080000","china",.1,24sep2018
"68091100","china",.1,24sep2018
"68091900","china",.1,24sep2018
"68099000","china",.1,24sep2018
"68101100","china",.05,24sep2018
"68101910","china",.1,24sep2018
"68101990","china",.1,24sep2018
"68109190","china",.05,24sep2018
"68109990","china",.1,24sep2018
"68114020","china",.1,24sep2018
"68114090","china",.05,24sep2018
"68118200","china",.1,24sep2018
"68118990","china",.1,24sep2018
"68129100","china",.1,24sep2018
"68129200","china",.05,24sep2018
"68129300","china",.05,24sep2018
"68129900","china",.05,24sep2018
"68132010","china",.05,24sep2018
"68132090","china",.05,24sep2018
"68138100","china",.1,24sep2018
"68138900","china",.05,24sep2018
"68141000","china",.1,24sep2018
"68149000","china",.1,24sep2018
"68151000","china",.05,24sep2018
"68159100","china",.1,24sep2018
"68159931","china",.05,24sep2018
"68159932","china",.05,24sep2018
"68159939","china",.1,24sep2018
"68159940","china",.1,24sep2018
"68159990","china",.1,24sep2018
"69010000","china",.1,24sep2018
"69021000","china",.05,24sep2018
"69022000","china",.05,24sep2018
"69029000","china",.1,24sep2018
"69031000","china",.05,24sep2018
"69032000","china",.1,24sep2018
"69039000","china",.05,24sep2018
"69049000","china",.1,24sep2018
"69059000","china",.05,24sep2018
"69060000","china",.1,24sep2018
"69072110","china",.05,24sep2018
"69072190","china",.1,24sep2018
"69072210","china",.1,24sep2018
"69072290","china",.1,24sep2018
"69072390","china",.1,24sep2018
"69074090","china",.1,24sep2018
"69091100","china",.05,24sep2018
"69091200","china",.1,24sep2018
"69091900","china",.05,24sep2018
"69099000","china",.05,24sep2018
"69101000","china",.1,24sep2018
"69109000","china",.1,24sep2018
"69111000","eu",.25,22jun2018
"69111011","china",.1,24sep2018
"69111019","china",.1,24sep2018
"69111029","china",.1,24sep2018
"69119000","china",.1,24sep2018
"69119000","eu",.25,22jun2018
"69120010","china",.1,24sep2018
"69120021","eu",.25,22jun2018
"69120023","eu",.25,22jun2018
"69120025","eu",.25,22jun2018
"69120029","eu",.25,22jun2018
"69120081","eu",.25,22jun2018
"69120083","eu",.25,22jun2018
"69120085","eu",.25,22jun2018
"69120089","eu",.25,22jun2018
"69120090","china",.1,24sep2018
"69131000","china",.1,24sep2018
"69131000","eu",.25,22jun2018
"69139000","china",.1,24sep2018
"69139010","eu",.25,22jun2018
"69139093","eu",.25,22jun2018
"69139098","eu",.25,22jun2018
"69141000","china",.1,24sep2018
"69141000","eu",.25,22jun2018
"69149000","china",.05,24sep2018
"69149000","eu",.25,22jun2018
"70010000","china",.05,24sep2018
"70021000","china",.1,24sep2018
"70022010","china",.25,23aug2018
"70022090","china",.05,24sep2018
"70023110","china",.1,24sep2018
"70023190","china",.05,24sep2018
"70023200","china",.1,24sep2018
"70023900","china",.1,24sep2018
"70031200","china",.1,24sep2018
"70031900","china",.05,24sep2018
"70033000","china",.05,24sep2018
"70042000","china",.1,24sep2018
"70049000","china",.05,24sep2018
"70051000","china",.05,24sep2018
"70052100","china",.1,24sep2018
"70052125","eu",.25,22jun2018
"70052130","eu",.25,22jun2018
"70052180","eu",.25,22jun2018
"70052900","china",.1,24sep2018
"70053000","china",.1,24sep2018
"70060000","china",.1,24sep2018
"70071110","china",.05,24sep2018
"70071190","china",.05,24sep2018
"70071900","china",.1,24sep2018
"70071910","eu",.25,22jun2018
"70071920","eu",.25,22jun2018
"70071980","eu",.25,22jun2018
"70072110","china",.05,24sep2018
"70072120","eu",.25,22jun2018
"70072180","eu",.25,22jun2018
"70072190","china",.05,24sep2018
"70072900","china",.1,24sep2018
"70072900","eu",.25,22jun2018
"70080010","china",.05,24sep2018
"70080090","china",.1,24sep2018
"70091000","china",.05,24sep2018
"70091000","eu",.25,22jun2018
"70099100","china",.05,24sep2018
"70099100","eu",.25,22jun2018
"70099200","china",.1,24sep2018
"70101000","china",.1,24sep2018
"70102000","china",.1,24sep2018
"70109010","china",.1,24sep2018
"70109020","china",.05,24sep2018
"70109030","china",.1,24sep2018
"70109090","china",.1,24sep2018
"70111000","china",.1,24sep2018
"70112090","china",.05,24sep2018
"70119010","china",.1,24sep2018
"70119090","china",.05,24sep2018
"70131000","china",.1,24sep2018
"70132200","china",.1,24sep2018
"70132800","china",.1,24sep2018
"70132810","eu",.25,22jun2018
"70132890","eu",.25,22jun2018
"70133300","china",.1,24sep2018
"70133700","china",.1,24sep2018
"70134100","china",.1,24sep2018
"70134200","china",.05,24sep2018
"70134900","china",.1,24sep2018
"70139100","china",.1,24sep2018
"70139900","china",.1,24sep2018
"70140010","china",.1,24sep2018
"70140090","china",.1,24sep2018
"70151010","china",.05,24sep2018
"70159010","china",.1,24sep2018
"70159090","china",.1,24sep2018
"70161000","china",.1,24sep2018
"70169010","china",.1,24sep2018
"70169090","china",.05,24sep2018
"70171000","china",.05,24sep2018
"70172000","china",.05,24sep2018
"70179000","china",.05,24sep2018
"70181000","china",.1,24sep2018
"70182000","china",.1,24sep2018
"70189000","china",.1,24sep2018
"70191100","china",.1,24sep2018
"70191200","china",.1,24sep2018
"70191900","china",.05,24sep2018
"70193100","china",.05,24sep2018
"70193200","china",.05,24sep2018
"70193910","china",.05,24sep2018
"70193990","china",.05,24sep2018
"70194000","china",.05,24sep2018
"70195100","china",.05,24sep2018
"70195200","china",.1,24sep2018
"70195900","china",.05,24sep2018
"70199010","china",.05,24sep2018
"70199021","china",.05,24sep2018
"70199029","china",.05,24sep2018
"70199090","china",.05,24sep2018
"70200011","china",.1,24sep2018
"70200013","china",.05,24sep2018
"70200019","china",.05,24sep2018
"70200099","china",.05,24sep2018
"71012290","china",.1,24sep2018
"71022100","china",.1,24sep2018
"71022900","china",.1,24sep2018
"71023100","china",.1,24sep2018
"71023100","eu",.25,22jun2018
"71023900","china",.1,24sep2018
"71031000","china",.1,24sep2018
"71039100","china",.1,24sep2018
"71039920","china",.1,24sep2018
"71039990","china",.1,24sep2018
"71041000","china",.1,24sep2018
"71042010","china",.05,24sep2018
"71042090","china",.1,24sep2018
"71049011","china",.05,24sep2018
"71049012","china",.1,24sep2018
"71049019","china",.05,24sep2018
"71049099","china",.1,24sep2018
"71051020","china",.05,24sep2018
"71059000","china",.1,24sep2018
"71061011","china",.1,24sep2018
"71061019","china",.1,24sep2018
"71061021","china",.05,24sep2018
"71061029","china",.05,24sep2018
"71069110","china",.1,24sep2018
"71069190","china",.1,24sep2018
"71069210","china",.1,24sep2018
"71069290","china",.1,24sep2018
"71070000","china",.05,24sep2018
"71081100","china",.05,24sep2018
"71081200","china",.1,24sep2018
"71081300","china",.1,24sep2018
"71090000","china",.1,24sep2018
"71101100","china",.1,24sep2018
"71101910","china",.1,24sep2018
"71101990","china",.1,24sep2018
"71102100","china",.1,24sep2018
"71102910","china",.05,24sep2018
"71102990","china",.1,24sep2018
"71103100","china",.1,24sep2018
"71103910","china",.1,24sep2018
"71103990","china",.05,24sep2018
"71104100","china",.1,24sep2018
"71104910","china",.1,24sep2018
"71104990","china",.1,24sep2018
"71110000","china",.1,24sep2018
"71129110","china",.25,23aug2018
"71129210","china",.25,23aug2018
"71129220","china",.05,24sep2018
"71131100","eu",.25,22jun2018
"71131110","china",.05,24sep2018
"71131190","china",.1,24sep2018
"71131900","eu",.25,22jun2018
"71131911","china",.1,24sep2018
"71131919","china",.1,24sep2018
"71131921","china",.05,24sep2018
"71131929","china",.05,24sep2018
"71131991","china",.1,24sep2018
"71131999","china",.1,24sep2018
"71132000","eu",.25,22jun2018
"71132010","china",.1,24sep2018
"71132090","china",.1,24sep2018
"71141100","china",.05,24sep2018
"71141900","china",.1,24sep2018
"71151000","china",.05,24sep2018
"71159010","china",.05,24sep2018
"71159090","china",.1,24sep2018
"71161000","china",.1,24sep2018
"71162000","china",.1,24sep2018
"71171100","china",.1,24sep2018
"71171900","china",.1,24sep2018
"71179000","china",.1,24sep2018
"71181000","china",.1,24sep2018
"72015000","china",.1,24sep2018
"72021900","china",.1,24sep2018
"72022100","china",.1,24sep2018
"72022900","china",.1,24sep2018
"72024900","china",.1,24sep2018
"72026000","china",.1,24sep2018
"72029100","china",.1,24sep2018
"72029210","china",.1,24sep2018
"72029911","china",.05,24sep2018
"72029912","china",.1,24sep2018
"72029999","china",.05,24sep2018
"72031000","china",.1,24sep2018
"72039000","china",.1,24sep2018
"72041000","china",.25,23aug2018
"72042100","china",.25,23aug2018
"72042900","china",.25,23aug2018
"72043000","china",.25,23aug2018
"72044100","china",.25,23aug2018
"72044900","china",.25,23aug2018
"72045000","china",.25,23aug2018
"72051000","china",.1,24sep2018
"72052100","china",.05,24sep2018
"72052900","china",.1,24sep2018
"72061000","canada",.25,01jul2018
"72061000","china",.1,24sep2018
"72069000","canada",.25,01jul2018
"72069000","china",.05,24sep2018
"72071100","canada",.25,01jul2018
"72071100","china",.1,24sep2018
"72071200","canada",.25,01jul2018
"72071900","canada",.25,01jul2018
"72071900","china",.1,24sep2018
"72072000","canada",.25,01jul2018
"72081000","canada",.25,01jul2018
"72081000","china",.1,24sep2018
"72081001","mexico",.15,05jun2018
"72081002","mexico",.25,05jun2018
"72081099","mexico",.25,05jun2018
"72082500","canada",.25,01jul2018
"72082500","china",.1,24sep2018
"72082501","mexico",.15,05jun2018
"72082599","mexico",.15,05jun2018
"72082600","canada",.25,01jul2018
"72082601","mexico",.15,05jun2018
"72082690","china",.1,24sep2018
"72082700","canada",.25,01jul2018
"72082701","mexico",.15,05jun2018
"72082710","china",.1,24sep2018
"72082790","china",.1,24sep2018
"72083600","canada",.25,01jul2018
"72083601","mexico",.15,05jun2018
"72083700","canada",.25,01jul2018
"72083701","mexico",.15,05jun2018
"72083800","canada",.25,01jul2018
"72083801","mexico",.25,05jun2018
"72083900","canada",.25,01jul2018
"72083901","mexico",.25,05jun2018
"72083910","china",.1,24sep2018
"72083990","china",.1,24sep2018
"72084000","canada",.25,01jul2018
"72084000","china",.1,24sep2018
"72084001","mexico",.15,05jun2018
"72084099","mexico",.15,05jun2018
"72085100","canada",.25,01jul2018
"72085101","mexico",.15,05jun2018
"72085102","mexico",.25,05jun2018
"72085103","mexico",.25,05jun2018
"72085110","china",.1,24sep2018
"72085120","china",.1,24sep2018
"72085190","china",.1,24sep2018
"72085200","canada",.25,01jul2018
"72085200","china",.1,24sep2018
"72085201","mexico",.15,05jun2018
"72085300","canada",.25,01jul2018
"72085301","mexico",.15,05jun2018
"72085390","china",.05,24sep2018
"72085400","canada",.25,01jul2018
"72085401","mexico",.15,05jun2018
"72085410","china",.1,24sep2018
"72085490","china",.1,24sep2018
"72089000","canada",.25,01jul2018
"72089000","china",.1,24sep2018
"72089099","mexico",.15,05jun2018
"72091500","canada",.25,01jul2018
"72091501","mexico",.25,05jun2018
"72091502","mexico",.25,05jun2018
"72091503","mexico",.15,05jun2018
"72091590","china",.1,24sep2018
"72091599","mexico",.25,05jun2018
"72091600","canada",.25,01jul2018
"72091601","mexico",.15,05jun2018
"72091610","china",.1,24sep2018
"72091690","china",.1,24sep2018
"72091700","canada",.25,01jul2018
"72091701","mexico",.15,05jun2018
"72091710","china",.1,24sep2018
"72091790","china",.1,24sep2018
"72091800","canada",.25,01jul2018
"72091801","mexico",.25,05jun2018
"72091890","china",.1,24sep2018
"72092500","canada",.25,01jul2018
"72092500","china",.05,24sep2018
"72092501","mexico",.15,05jun2018
"72092600","canada",.25,01jul2018
"72092600","china",.1,24sep2018
"72092601","mexico",.15,05jun2018
"72092700","canada",.25,01jul2018
"72092700","china",.1,24sep2018
"72092701","mexico",.15,05jun2018
"72092800","canada",.25,01jul2018
"72092800","china",.1,24sep2018
"72092801","mexico",.15,05jun2018
"72099000","canada",.25,01jul2018
"72099000","china",.1,24sep2018
"72099099","mexico",.15,05jun2018
"72101100","canada",.25,01jul2018
"72101200","canada",.25,01jul2018
"72101220","eu",.25,22jun2018
"72101280","eu",.25,22jun2018
"72101299","mexico",.25,05jun2018
"72102000","canada",.25,01jul2018
"72103000","canada",.25,01jul2018
"72103000","china",.1,24sep2018
"72103001","mexico",.15,05jun2018
"72103099","mexico",.15,05jun2018
"72104100","canada",.25,01jul2018
"72104101","mexico",.25,05jun2018
"72104199","mexico",.25,05jun2018
"72104900","canada",.25,01jul2018
"72104900","china",.1,24sep2018
"72104903","mexico",.25,05jun2018
"72104999","mexico",.25,05jun2018
"72105000","canada",.25,01jul2018
"72105000","china",.1,24sep2018
"72106100","canada",.25,01jul2018
"72106100","china",.1,24sep2018
"72106101","mexico",.25,05jun2018
"72106900","canada",.25,01jul2018
"72106900","china",.1,24sep2018
"72107000","canada",.25,01jul2018
"72107001","mexico",.15,05jun2018
"72107010","china",.1,24sep2018
"72107090","china",.1,24sep2018
"72107099","mexico",.15,05jun2018
"72109000","canada",.25,01jul2018
"72109000","china",.05,24sep2018
"72111300","canada",.25,01jul2018
"72111300","china",.05,24sep2018
"72111301","mexico",.15,05jun2018
"72111400","canada",.25,01jul2018
"72111400","china",.05,24sep2018
"72111401","mexico",.15,05jun2018
"72111402","mexico",.15,05jun2018
"72111499","mexico",.15,05jun2018
"72111900","canada",.25,01jul2018
"72111900","china",.05,24sep2018
"72111901","mexico",.15,05jun2018
"72111902","mexico",.15,05jun2018
"72111903","mexico",.15,05jun2018
"72111904","mexico",.15,05jun2018
"72111999","mexico",.15,05jun2018
"72112300","canada",.25,01jul2018
"72112300","china",.1,24sep2018
"72112301","mexico",.15,05jun2018
"72112302","mexico",.15,05jun2018
"72112399","mexico",.15,05jun2018
"72112900","canada",.25,01jul2018
"72112900","china",.1,24sep2018
"72112901","mexico",.25,05jun2018
"72112902","mexico",.25,05jun2018
"72112903","mexico",.25,05jun2018
"72112999","mexico",.25,05jun2018
"72119000","canada",.25,01jul2018
"72119000","china",.1,24sep2018
"72119099","mexico",.25,05jun2018
"72121000","canada",.25,01jul2018
"72121000","china",.1,24sep2018
"72122000","canada",.25,01jul2018
"72122000","china",.1,24sep2018
"72122001","mexico",.15,05jun2018
"72122002","mexico",.15,05jun2018
"72122099","mexico",.15,05jun2018
"72123000","canada",.25,01jul2018
"72123000","china",.1,24sep2018
"72123001","mexico",.25,05jun2018
"72123002","mexico",.15,05jun2018
"72123099","mexico",.15,05jun2018
"72124000","canada",.25,01jul2018
"72124000","china",.1,24sep2018
"72124001","mexico",.15,05jun2018
"72124002","mexico",.15,05jun2018
"72124003","mexico",.15,05jun2018
"72124099","mexico",.15,05jun2018
"72125000","canada",.25,01jul2018
"72125000","china",.05,24sep2018
"72126000","canada",.25,01jul2018
"72126000","china",.1,24sep2018
"72131000","canada",.25,01jul2018
"72131001","mexico",.15,05jun2018
"72132000","canada",.25,01jul2018
"72132001","mexico",.25,05jun2018
"72139100","canada",.25,01jul2018
"72139101","mexico",.15,05jun2018
"72139102","mexico",.15,05jun2018
"72139900","canada",.25,01jul2018
"72139901","mexico",.15,05jun2018
"72139999","mexico",.25,05jun2018
"72141000","canada",.25,01jul2018
"72142000","canada",.25,01jul2018
"72142000","china",.1,24sep2018
"72142001","mexico",.25,05jun2018
"72143000","canada",.25,01jul2018
"72143000","china",.1,24sep2018
"72143001","mexico",.15,05jun2018
"72149100","canada",.25,01jul2018
"72149100","china",.1,24sep2018
"72149101","mexico",.25,05jun2018
"72149102","mexico",.15,05jun2018
"72149199","mexico",.15,05jun2018
"72149900","canada",.25,01jul2018
"72149900","china",.1,24sep2018
"72149901","mexico",.25,05jun2018
"72149902","mexico",.25,05jun2018
"72149999","mexico",.15,05jun2018
"72151000","canada",.25,01jul2018
"72151000","china",.1,24sep2018
"72155000","canada",.25,01jul2018
"72155000","china",.1,24sep2018
"72159000","canada",.25,01jul2018
"72159000","china",.1,24sep2018
"72161000","canada",.25,01jul2018
"72161001","mexico",.15,05jun2018
"72161090","china",.1,24sep2018
"72162100","canada",.25,01jul2018
"72162100","china",.1,24sep2018
"72162101","mexico",.25,05jun2018
"72162200","canada",.25,01jul2018
"72162200","china",.1,24sep2018
"72162201","mexico",.15,05jun2018
"72163100","china",.1,24sep2018
"72163101","mexico",.25,05jun2018
"72163102","mexico",.15,05jun2018
"72163199","mexico",.15,05jun2018
"72163201","mexico",.15,05jun2018
"72163202","mexico",.15,05jun2018
"72163210","china",.1,24sep2018
"72163290","china",.1,24sep2018
"72163299","mexico",.15,05jun2018
"72163301","mexico",.25,05jun2018
"72163319","china",.1,24sep2018
"72163390","china",.1,24sep2018
"72164001","mexico",.25,05jun2018
"72164010","china",.1,24sep2018
"72165000","canada",.25,01jul2018
"72165090","china",.1,24sep2018
"72165099","mexico",.15,05jun2018
"72166199","mexico",.15,05jun2018
"72166900","china",.1,24sep2018
"72169100","china",.1,24sep2018
"72169900","canada",.25,01jul2018
"72169900","china",.1,24sep2018
"72171000","canada",.25,01jul2018
"72171000","china",.1,24sep2018
"72172000","canada",.25,01jul2018
"72172000","china",.1,24sep2018
"72173000","canada",.25,01jul2018
"72173010","china",.1,24sep2018
"72173090","china",.1,24sep2018
"72179000","canada",.25,01jul2018
"72179000","china",.1,24sep2018
"72181000","canada",.25,01jul2018
"72181000","china",.1,24sep2018
"72189100","canada",.25,01jul2018
"72189100","china",.1,24sep2018
"72189900","canada",.25,01jul2018
"72189900","china",.1,24sep2018
"72191100","china",.1,24sep2018
"72191200","china",.1,24sep2018
"72191210","eu",.25,22jun2018
"72191290","eu",.25,22jun2018
"72191310","eu",.25,22jun2018
"72191319","china",.1,24sep2018
"72191329","china",.1,24sep2018
"72191390","eu",.25,22jun2018
"72191419","china",.1,24sep2018
"72192100","china",.05,24sep2018
"72192200","china",.1,24sep2018
"72192300","china",.1,24sep2018
"72192410","china",.1,24sep2018
"72192420","china",.05,24sep2018
"72192430","china",.1,24sep2018
"72193100","china",.1,24sep2018
"72193200","china",.1,24sep2018
"72193210","eu",.25,22jun2018
"72193290","eu",.25,22jun2018
"72193301","mexico",.15,05jun2018
"72193310","china",.05,24sep2018
"72193310","eu",.25,22jun2018
"72193390","china",.1,24sep2018
"72193390","eu",.25,22jun2018
"72193400","china",.1,24sep2018
"72193401","mexico",.15,05jun2018
"72193410","eu",.25,22jun2018
"72193490","eu",.25,22jun2018
"72193500","china",.1,24sep2018
"72193590","eu",.25,22jun2018
"72199000","china",.05,24sep2018
"72199099","mexico",.15,05jun2018
"72201100","china",.1,24sep2018
"72201200","china",.05,24sep2018
"72202020","china",.1,24sep2018
"72202030","china",.1,24sep2018
"72202040","china",.1,24sep2018
"72209000","china",.05,24sep2018
"72210000","canada",.25,01jul2018
"72210000","china",.1,24sep2018
"72221100","canada",.25,01jul2018
"72221100","china",.1,24sep2018
"72221900","canada",.25,01jul2018
"72221900","china",.1,24sep2018
"72222000","canada",.25,01jul2018
"72222000","china",.05,24sep2018
"72222011","eu",.25,22jun2018
"72222021","eu",.25,22jun2018
"72222029","eu",.25,22jun2018
"72222031","eu",.25,22jun2018
"72222081","eu",.25,22jun2018
"72222089","eu",.25,22jun2018
"72223000","canada",.25,01jul2018
"72223000","china",.1,24sep2018
"72224000","canada",.25,01jul2018
"72224000","china",.1,24sep2018
"72224010","eu",.25,22jun2018
"72224050","eu",.25,22jun2018
"72224090","eu",.25,22jun2018
"72230000","canada",.25,01jul2018
"72230000","china",.1,24sep2018
"72230011","eu",.25,22jun2018
"72230019","eu",.25,22jun2018
"72230091","eu",.25,22jun2018
"72241000","canada",.25,01jul2018
"72241000","china",.1,24sep2018
"72249000","canada",.25,01jul2018
"72249090","china",.1,24sep2018
"72251100","china",.1,24sep2018
"72251900","china",.1,24sep2018
"72251999","mexico",.15,05jun2018
"72253000","canada",.25,01jul2018
"72253000","china",.1,24sep2018
